TimeStamp;estação;região;Avg_precipitacao_total_hr;Max_temperatura_maxima;Min_temperatura_minima;Max_umidade_rel_max;Min_umidade_rel_min;seco;s;ne;n;sin
2013-04-01;Outono;N;0.269912783949015;33.23;22.34;95.14286;44.5;38089;11042;9697;4302;63129
2013-04-01;Outono;N/A;0;34.8;24.3;72;38;38089;11042;9697;4302;63129
2013-04-01;Outono;NE;5.39668926115458e-02;34.38;20.56667;90.4;34.33333;38089;11042;9697;4302;63129
2013-04-01;Outono;S;0.179063572127941;30.03333;17.32353;91.47059;52.23809;38089;11042;9697;4302;63129
2013-04-01;Outono;SECO;8.43760684986288e-02;33.24615;18.00417;96.4;42;38089;11042;9697;4302;63129
2013-04-02;Outono;N;0.180280219336661;33.64;21.89;95.15385;39.5;39305;11320;10048;4367;65039
2013-04-02;Outono;N/A;0;33.7;25.9;70;42;39305;11320;10048;4367;65039
2013-04-02;Outono;NE;4.85447695634017e-02;33.9;21.26;90.8;36.3;39305;11320;10048;4367;65039
2013-04-02;Outono;S;0.575939935069376;26.00278;18.41765;94.82353;64.27778;39305;11320;10048;4367;65039
2013-04-02;Outono;SECO;0.255175095410474;32.43333;18.75;95.8;45.36842;39305;11320;10048;4367;65039
2013-04-03;Outono;N;0.223438451283922;33.4;21.69;94.21429;44.6;38995;11367;10112;4365;64839
2013-04-03;Outono;N/A;0;34.5;25.6;72;34;38995;11367;10112;4365;64839
2013-04-03;Outono;NE;3.49996239723017e-02;33.44375;21.30909;89.8;34.2;38995;11367;10112;4365;64839
2013-04-03;Outono;S;0.22464908706671;26.12222;18.31176;95.66666;66.51428;38995;11367;10112;4365;64839
2013-04-03;Outono;SECO;0.272040843216625;32.23333;18.3;96.5;42;38995;11367;10112;4365;64839
2013-04-04;Outono;N;0.173932698027541;32.74445;22.9;94.85714;48.44444;39141;11333;10135;4362;64973
2013-04-04;Outono;N/A;0;35.3;24.9;73;33;39141;11333;10135;4362;64973
2013-04-04;Outono;NE;9.81307594362685e-02;33.58;21.03529;92.2;37.2;39141;11333;10135;4362;64973
2013-04-04;Outono;S;0.712254898907203;26.33809;19.06471;94.82353;70.47619;39141;11333;10135;4362;64973
2013-04-04;Outono;SECO;0.211106377937055;32.15;18.05;96.66666;48.52632;39141;11333;10135;4362;64973
2013-04-05;Outono;N;0.330811384133995;32.28461;21.7;94.92857;54.55556;39010;10620;10186;4318;64134
2013-04-05;Outono;N/A;0;33.4;25.3;76;41;39010;10620;10186;4318;64134
2013-04-05;Outono;NE;5.25596092265914e-02;34.21667;21.65;92;32.3;39010;10620;10186;4318;64134
2013-04-05;Outono;S;0.647306196805504;25.41905;16.12857;94.85714;49.48649;39010;10620;10186;4318;64134
2013-04-05;Outono;SECO;0.322214920279415;32.01667;17.45;96.4;50.11111;39010;10620;10186;4318;64134
2013-04-06;Outono;N;0.331842675052273;32.40769;22.2;95;56;36056;9171;9729;4183;59140
2013-04-06;Outono;N/A;0;34.6;25;74;37;36056;9171;9729;4183;59140
2013-04-06;Outono;NE;3.57402389102693e-02;35.1;22.02857;91.66666;32.5;36056;9171;9729;4183;59140
2013-04-06;Outono;S;3.32565416853564e-02;26.57027;12.36471;94.80952;40.58823;36056;9171;9729;4183;59140
2013-04-06;Outono;SECO;0.229882064316189;33.03333;18.65;96.5;44;36056;9171;9729;4183;59140
2013-04-07;Outono;N;0.297043893362085;33.47143;21.32222;95.33334;53.28571;32332;7932;9049;3992;53305
2013-04-07;Outono;N/A;0;35.6;25.2;72;33;32332;7932;9049;3992;53305
2013-04-07;Outono;NE;0.125472108086493;35.58333;22.67143;91.4;31.1;32332;7932;9049;3992;53305
2013-04-07;Outono;S;2.16309835668653e-02;25.58095;13.12778;94.95;46.75676;32332;7932;9049;3992;53305
2013-04-07;Outono;SECO;0.294507021848888;31.5;18.05;97;52.5;32332;7932;9049;3992;53305
2013-04-08;Outono;N;0.351326075553273;33.05833;22.2375;95.125;53.11111;37589;10600;10094;4261;62545
2013-04-08;Outono;N/A;0;36.2;25.2;69;32;37589;10600;10094;4261;62545
2013-04-08;Outono;NE;6.83330763907482e-02;34.48333;22.57333;93.4;36.5;37589;10600;10094;4261;62545
2013-04-08;Outono;S;9.48695637893656e-02;26.25238;13.21389;94.25;51.91892;37589;10600;10094;4261;62545
2013-04-08;Outono;SECO;0.538371271777821;29.78947;18.85;96.4;52;37589;10600;10094;4261;62545
2013-04-09;Outono;N;0.599502643376278;32.75;22.86667;94.5;55.58333;38104;10885;10197;4315;63501
2013-04-09;Outono;N/A;0;35.9;26.6;72;36;38104;10885;10197;4315;63501
2013-04-09;Outono;NE;3.73324108804809e-02;34.01818;22.79167;91.6;31.54545;38104;10885;10197;4315;63501
2013-04-09;Outono;S;5.04297167968212e-02;27.16667;14.16757;95;53.35135;38104;10885;10197;4315;63501
2013-04-09;Outono;SECO;0.164796087681316;31.5;17.7;97.5;54.5;38104;10885;10197;4315;63501
2013-04-10;Outono;N;0.3406919182123;31.70833;23.16667;95;60;37719;11017;10262;4223;63222
2013-04-10;Outono;N/A;3.33333338300387e-02;33.4;22.8;91;41;37719;11017;10262;4223;63222
2013-04-10;Outono;NE;4.69918640034545e-02;34.42;21.53636;91.86667;34;37719;11017;10262;4223;63222
2013-04-10;Outono;S;0.16770943271048;26.99524;14.67568;94.11765;52.86486;37719;11017;10262;4223;63222
2013-04-10;Outono;SECO;0.409860473461837;32.88334;18.26;97;53.16667;37719;11017;10262;4223;63222
2013-04-11;Outono;N;0.261911873860906;32.11428;22.16667;95.22222;58.41667;38217;11103;10228;4198;63746
2013-04-11;Outono;N/A;3.33333338300387e-02;35.6;25.2;79;40;38217;11103;10228;4198;63746
2013-04-11;Outono;NE;9.83696694675018e-02;34.28;22.45714;90.75;34.45454;38217;11103;10228;4198;63746
2013-04-11;Outono;S;0.198327516127999;27.58571;16.11176;92.70588;58.23809;38217;11103;10228;4198;63746
2013-04-11;Outono;SECO;0.261271908617346;32.4;18.2;97.5;56.5;38217;11103;10228;4198;63746
2013-04-12;Outono;N;7.83469097921625e-02;32.91;22.26;94.4;48.7;39017;10959;10199;4256;64431
2013-04-12;Outono;N/A;8.33333345750968e-03;35.7;25.8;78;41;39017;10959;10199;4256;64431
2013-04-12;Outono;NE;4.12324947440842e-02;34.64;22.12727;89.6875;30.36364;39017;10959;10199;4256;64431
2013-04-12;Outono;S;0.963612525452239;24.265;17.29167;94.28571;78.16666;39017;10959;10199;4256;64431
2013-04-12;Outono;SECO;0.190829677522803;31.275;18.4;97;52.5;39017;10959;10199;4256;64431
2013-04-13;Outono;N;0.185023809286455;33.275;23;94.5;47.8;36035;9101;9804;4194;59134
2013-04-13;Outono;N/A;8.33333345750968e-03;34.9;25.5;81;38;36035;9101;9804;4194;59134
2013-04-13;Outono;NE;1.08867733409473e-02;34.38125;21.65152;89.8;35.27273;36035;9101;9804;4194;59134
2013-04-13;Outono;S;0.283263828624816;22.825;11.61143;95.80952;43.75676;36035;9101;9804;4194;59134
2013-04-13;Outono;SECO;0.438964115013368;31.9;16.4;98;46;36035;9101;9804;4194;59134
2013-04-14;Outono;N;0.225788358428205;33.29167;22.8;95;50.44444;30942;7543;9126;4005;51616
2013-04-14;Outono;N/A;0;36.2;24.2;85;37;30942;7543;9126;4005;51616
2013-04-14;Outono;NE;1.62210092166788e-02;35.43333;21.87941;92.2;29;30942;7543;9126;4005;51616
2013-04-14;Outono;S;1.87671182793565e-02;23.52381;6.848571;91.90476;31.75676;30942;7543;9126;4005;51616
2013-04-14;Outono;SECO;0.21397422888549;30.175;16.084;98;50.5;30942;7543;9126;4005;51616
2013-04-15;Outono;N;0.117564814343738;33.06667;22.7;95;48.88889;35857;10131;10268;4384;60640
2013-04-15;Outono;N/A;8.33333345750968e-03;34.4;25.9;88;44;35857;10131;10268;4384;60640
2013-04-15;Outono;NE;7.03972231616111e-02;35.46363;22.4;90.2;29;35857;10131;10268;4384;60640
2013-04-15;Outono;S;9.34951778941063e-03;24.66667;8.247059;90.7619;34.29412;35857;10131;10268;4384;60640
2013-04-15;Outono;SECO;3.01131858936666e-02;30.875;14.57727;97;42.8;35857;10131;10268;4384;60640
2013-04-16;Outono;N;0.380506013977962;31.4;22.7;94.92857;62.2;36642;10399;10349;4336;61726
2013-04-16;Outono;N/A;1.66666669150194e-02;33.9;24.6;91;45;36642;10399;10349;4336;61726
2013-04-16;Outono;NE;0.186039582588516;34.43333;22.6;92.6875;32.81818;36642;10399;10349;4336;61726
2013-04-16;Outono;S;3.78344742865819e-03;24.52857;11.20476;89.94444;41.52381;36642;10399;10349;4336;61726
2013-04-16;Outono;SECO;6.40944194320279e-02;31.75;12.32609;97.5;35.73077;36642;10399;10349;4336;61726
2013-04-17;Outono;N;0.349593680910766;31.5;21.8;95;58.8;36272;10588;10330;4307;61497
2013-04-17;Outono;N/A;8.33333345750968e-03;34.7;24.1;89;41;36272;10588;10330;4307;61497
2013-04-17;Outono;NE;0.113276048209324;35.36666;22.68571;93.9375;30.54545;36272;10588;10330;4307;61497
2013-04-17;Outono;S;3.05788991196702e-03;24.53333;7.611765;92.79412;39.28571;36272;10588;10330;4307;61497
2013-04-17;Outono;SECO;0.108533406123752;29.47333;12.51739;97.2;35.76;36272;10588;10330;4307;61497
2013-04-18;Outono;N;0.326461868647796;31.7;22.05;95.35714;63.33333;36246;10649;10147;4269;61310
2013-04-18;Outono;N/A;8.33333345750968e-03;31;25.4;76;51;36246;10649;10147;4269;61310
2013-04-18;Outono;NE;0.215872293706828;33.76667;22.32353;94.3125;44.66667;36246;10649;10147;4269;61310
2013-04-18;Outono;S;4.0992324356921e-03;24.5;9.541177;94.14286;38.02703;36246;10649;10147;4269;61310
2013-04-18;Outono;SECO;4.4474321762876e-02;30.78;12.28;96;37.52;36246;10649;10147;4269;61310
2013-04-19;Outono;N;0.374239713698626;31.3;21.6125;95;59.44444;36810;10673;9865;4247;61595
2013-04-19;Outono;N/A;8.33333345750968e-03;34.8;24.2;91;39;36810;10673;9865;4247;61595
2013-04-19;Outono;NE;0.280237401331154;33.23333;21.93235;93.57143;44.75;36810;10673;9865;4247;61595
2013-04-19;Outono;S;2.34684617155128e-03;25.52703;11.15294;90.2381;34.51351;36810;10673;9865;4247;61595
2013-04-19;Outono;SECO;9.77956146525685e-02;31.18;13.37391;97.5;37.28;36810;10673;9865;4247;61595
2013-04-20;Outono;N;0.526371812463428;30.145;22.5;94.25;58.22222;33669;9153;9112;4127;56061
2013-04-20;Outono;N/A;0;32.1;25.6;80;48;33669;9153;9112;4127;56061
2013-04-20;Outono;NE;0.613445999353038;31.51667;21.35714;94.57143;49.6;33669;9153;9112;4127;56061
2013-04-20;Outono;S;2.33426708210674e-03;25.84722;11.31765;90.80952;38.16667;33669;9153;9112;4127;56061
2013-04-20;Outono;SECO;2.99724326721237e-02;31.46;13.89583;96;38.68;33669;9153;9112;4127;56061
2013-04-21;Outono;N;0.443383657202745;30.5;22.075;94.92308;60.6;29751;7663;8249;3942;49605
2013-04-21;Outono;N/A;0;30;21.9;93;55;29751;7663;8249;3942;49605
2013-04-21;Outono;NE;0.154461471606434;31.7;20.88611;93.42857;39.36364;29751;7663;8249;3942;49605
2013-04-21;Outono;S;2.09075766098168e-03;24.89444;11.98824;91.41666;45.83333;29751;7663;8249;3942;49605
2013-04-21;Outono;SECO;2.4738586084762e-02;31.78;13.48;96.75;40.88;29751;7663;8249;3942;49605
2013-04-22;Outono;N;1.18797767449481;31.9;21.7625;95.38461;63.55556;35141;10151;9147;4218;58657
2013-04-22;Outono;N/A;8.33333345750968e-03;34.5;23.2;94;40;35141;10151;9147;4218;58657
2013-04-22;Outono;NE;0.298204119470029;32.35;20.55135;93.33334;48;35141;10151;9147;4218;58657
2013-04-22;Outono;S;2.77051566323886e-03;24.78056;12.31765;91.77778;46.16667;35141;10151;9147;4218;58657
2013-04-22;Outono;SECO;4.69234608715245e-02;31;13.775;95.25;38.8;35141;10151;9147;4218;58657
2013-04-23;Outono;N;0.367200557538308;31.35;21.7875;95.30769;52.8;35748;10684;9312;4288;60032
2013-04-23;Outono;N/A;8.33333345750968e-03;33.1;23.6;94;45;35748;10684;9312;4288;60032
2013-04-23;Outono;NE;0.256394225657762;32.33333;20.6;93.33334;48.66667;35748;10684;9312;4288;60032
2013-04-23;Outono;S;2.32761101215146e-02;25.26757;11;93.64706;45.64865;35748;10684;9312;4288;60032
2013-04-23;Outono;SECO;3.01825904694851e-02;31.02;13.68;96;37.2;35748;10684;9312;4288;60032
2013-04-24;Outono;N;0.372388066374697;31.79;20.95;95;45.1;36314;10793;9248;4357;60712
2013-04-24;Outono;N/A;4.16666672875484e-02;29.5;23.5;93;64;36314;10793;9248;4357;60712
2013-04-24;Outono;NE;0.600047780113528;32.35333;19.57429;95.5;44.46667;36314;10793;9248;4357;60712
2013-04-24;Outono;S;1.42894546540144e-02;25.35833;13.23889;93.23529;44;36314;10793;9248;4357;60712
2013-04-24;Outono;SECO;9.32066295528784e-02;31.86;13.75417;95.75;37.61538;36314;10793;9248;4357;60712
2013-04-25;Outono;N;0.205122520130438;32.5;21.425;95;46.4;36438;10830;9198;4336;60801
2013-04-25;Outono;N/A;4.16666672875484e-02;31.7;23.2;93;55;36438;10830;9198;4336;60801
2013-04-25;Outono;NE;0.451967799153257;32.13334;20.44722;95.57143;51.66667;36438;10830;9198;4336;60801
2013-04-25;Outono;S;2.00526509433985e-03;25.98611;13.62778;91.35294;42.4;36438;10830;9198;4336;60801
2013-04-25;Outono;SECO;4.3816435195428e-02;32.22;13.925;96.25;41.4;36438;10830;9198;4336;60801
2013-04-26;Outono;N;0.270926085719839;31.79;22.1125;95.53846;48.2;36323;10852;9252;4274;60701
2013-04-26;Outono;N/A;8.33333345750968e-03;32.2;23.9;92;51;36323;10852;9252;4274;60701
2013-04-26;Outono;NE;0.285966492553901;32.11666;20.53235;93.75;52.16667;36323;10852;9252;4274;60701
2013-04-26;Outono;S;2.25762529428014e-03;26.7;13.17647;92.52941;43.25;36323;10852;9252;4274;60701
2013-04-26;Outono;SECO;2.63386546187879e-02;32.74;14.0625;96;41.04;36323;10852;9252;4274;60701
2013-04-27;Outono;N;0.188781711777362;32.07273;22.31111;95.15385;47.72727;33758;9348;8851;4201;56159
2013-04-27;Outono;N/A;0.108333337431153;29.6;23.4;93;68;33758;9348;8851;4201;56159
2013-04-27;Outono;NE;6.91156716735956e-02;33.01667;20.79118;94.5;46.16667;33758;9348;8851;4201;56159
2013-04-27;Outono;S;3.12454617556391e-03;27.09;13.51176;92.64706;48.95;33758;9348;8851;4201;56159
2013-04-27;Outono;SECO;5.31148254114669e-02;33.04;14.2875;96.75;42.12;33758;9348;8851;4201;56159
2013-04-28;Outono;N;0.16943475153142;32.35;22.1;94.76923;46.7;29954;8077;8175;4001;50205
2013-04-28;Outono;N/A;1.69166669932504;29.9;22.6;94;62;29954;8077;8175;4001;50205
2013-04-28;Outono;NE;0.290592612562856;32.48667;20.67353;92.66666;43.4;29954;8077;8175;4001;50205
2013-04-28;Outono;S;2.7907196781598e-02;27.69444;15.18824;93.11765;52.15;29954;8077;8175;4001;50205
2013-04-28;Outono;SECO;2.30521242561129e-02;33.62;14.44348;96.75;37;29954;8077;8175;4001;50205
2013-04-29;Outono;N;0.263292931811884;32.23;21.54445;95.23077;44.6;36127;10308;9035;4351;59821
2013-04-29;Outono;N/A;1.57500000049671;33.3;22.5;94;48;36127;10308;9035;4351;59821
2013-04-29;Outono;NE;0.651050304072366;32.68;20.16176;95.14286;42.26667;36127;10308;9035;4351;59821
2013-04-29;Outono;S;0.251878178122246;26.73;15.79412;92.91666;50.6;36127;10308;9035;4351;59821
2013-04-29;Outono;SECO;1.3256889928986e-02;32.4;13.56275;95.75;37.64706;36127;10308;9035;4351;59821
2013-04-30;Outono;N;0.237215229216963;32.57;20.975;95;41.1;37459;10693;9234;4366;61752
2013-04-30;Outono;N/A;8.33333345750968e-03;33.6;24.3;91;50;37459;10693;9234;4366;61752
2013-04-30;Outono;NE;0.271739112482464;31.96;19.94706;97.75;49.33333;37459;10693;9234;4366;61752
2013-04-30;Outono;S;7.57988398739447e-03;28.83;14.78824;94.64706;48.25;37459;10693;9234;4366;61752
2013-04-30;Outono;SECO;1.79402608618451e-02;32.68;13.95098;97.25;35.5;37459;10693;9234;4366;61752
2014-04-01;Outono;N;0.669365175619411;32.05833;22.05;96;53.75;41337;11799;10083;5407;68626
2014-04-01;Outono;N/A;0;30.9;24.4;89;53;41337;11799;10083;5407;68626
2014-04-01;Outono;NE;7.39686272572726e-02;33.7;21.2;94.5;42.75;41337;11799;10083;5407;68626
2014-04-01;Outono;S;0.125988815044467;29.22222;18.54445;95.77778;56.77778;41337;11799;10083;5407;68626
2014-04-01;Outono;SECO;0.136749843662255;31.56;18.05;97.5;47.5;41337;11799;10083;5407;68626
2014-04-02;Outono;N;0.833795895054936;30.48667;22.25833;95;60.91667;41425;11868;10261;5243;68796
2014-04-02;Outono;N/A;0;35;27.7;71;39;41425;11868;10261;5243;68796
2014-04-02;Outono;NE;5.37366159090501e-02;32.85;21.31333;92.81818;32.83333;41425;11868;10261;5243;68796
2014-04-02;Outono;S;0.124689653528751;27.79474;18.31176;94.29412;58.31579;41425;11868;10261;5243;68796
2014-04-02;Outono;SECO;0.191460755395625;32.76;18;97.5;42.52;41425;11868;10261;5243;68796
2014-04-03;Outono;N;0.420258554474761;32.23571;22.06667;96;54.35714;40952;11867;10343;5298;68461
2014-04-03;Outono;N/A;0;35;29.1;55;33;40952;11867;10343;5298;68461
2014-04-03;Outono;NE;0.103364523024842;32.8;21.10667;94.25;39.5;40952;11867;10343;5298;68461
2014-04-03;Outono;S;0.12704824534012;27.61143;18.19429;89.74286;53.54286;40952;11867;10343;5298;68461
2014-04-03;Outono;SECO;0.378432697093619;32.516;17.7;98;43.84;40952;11867;10343;5298;68461
2014-04-04;Outono;N;0.232697352743708;31.575;22.08333;96;54.16667;40296;11836;10376;5427;67935
2014-04-04;Outono;N/A;0;36.3;32.9;41;30;40296;11836;10376;5427;67935
2014-04-04;Outono;NE;0.188821975192695;33.44;21.05;95.8;40.66667;40296;11836;10376;5427;67935
2014-04-04;Outono;S;2.01240086074298e-02;29.06857;17.49412;91.1875;50;40296;11836;10376;5427;67935
2014-04-04;Outono;SECO;0.293228117003067;32.736;16.15;98;44;40296;11836;10376;5427;67935
2014-04-05;Outono;N;0.168090635196616;31.97857;22.50833;96;53;36363;10239;9835;5272;61710
2014-04-05;Outono;N/A;0;36.8;29.6;54;31;36363;10239;9835;5272;61710
2014-04-05;Outono;NE;0.146173472656907;35.06;22.12143;95.25;38.58333;36363;10239;9835;5272;61710
2014-04-05;Outono;S;2.08456208606044e-02;29.79167;16.47647;92.23529;49.77778;36363;10239;9835;5272;61710
2014-04-05;Outono;SECO;0.199581085413229;33.172;17.98;97.5;42.66667;36363;10239;9835;5272;61710
2014-04-06;Outono;N;0.260312007491787;32.33571;22.46667;95.08334;58.21429;32737;8996;9033;5067;55833
2014-04-06;Outono;N/A;0.19999999659402;34.9;27.6;81;41;32737;8996;9033;5067;55833
2014-04-06;Outono;NE;0.236451998656169;33.75;22.3;94.4;43.5;32737;8996;9033;5067;55833
2014-04-06;Outono;S;9.4198051503756e-03;30.22353;18.40588;91.58823;49.23529;32737;8996;9033;5067;55833
2014-04-06;Outono;SECO;4.96959752015149e-02;33.644;17.11333;97.5;38.44444;32737;8996;9033;5067;55833
2014-04-07;Outono;N;0.261931258812547;31.86;22.14167;94.33334;58.73333;39630;12155;10010;5518;67313
2014-04-07;Outono;N/A;0;35.2;28;64;36;39630;12155;10010;5518;67313
2014-04-07;Outono;NE;0.208731057748082;34;21.49167;96.8;42.5;39630;12155;10010;5518;67313
2014-04-07;Outono;S;2.37369027713107e-03;30.72353;18.47647;91.76471;45.70588;39630;12155;10010;5518;67313
2014-04-07;Outono;SECO;7.0779974485049e-02;33.436;16.25;98;34.30769;39630;12155;10010;5518;67313
2014-04-08;Outono;N;0.21894630069534;31.67333;21.93333;94.83334;53.91667;40704;12545;10201;5557;69008
2014-04-08;Outono;N/A;0;33.7;26.5;68;41;40704;12545;10201;5557;69008
2014-04-08;Outono;NE;0.266958512576821;34.625;21.55;95;40.5;40704;12545;10201;5557;69008
2014-04-08;Outono;S;0.161207333381753;31.1;19.1;90.70588;51.625;40704;12545;10201;5557;69008
2014-04-08;Outono;SECO;0.100209971247629;33.88;17.44717;97;39.48148;40704;12545;10201;5557;69008
2014-04-09;Outono;N;0.439372432751892;32.2;22.51667;94.58334;54;41554;11616;10133;5460;68762
2014-04-09;Outono;N/A;0;32.4;30.6;49;43;41554;11616;10133;5460;68762
2014-04-09;Outono;NE;0.387560815669228;33.72;21.66786;95.25;44.6;41554;11616;10133;5460;68762
2014-04-09;Outono;S;0.912674580306177;25.71111;18.73529;94.51428;52.88889;41554;11616;10133;5460;68762
2014-04-09;Outono;SECO;0.140120279839418;32.88;17.8;97.5;41.77359;41554;11616;10133;5460;68762
2014-04-10;Outono;N;0.361996071273461;30.68667;22.35;95.25;62;41031;11347;10123;5317;67817
2014-04-10;Outono;N/A;0;34.6;33.1;35;30;41031;11347;10123;5317;67817
2014-04-10;Outono;NE;0.255196160804189;34.08;21.09333;96.25;43.8;41031;11347;10123;5317;67817
2014-04-10;Outono;S;1.15858428697619e-02;26.07778;15.37143;93.4375;58.28571;41031;11347;10123;5317;67817
2014-04-10;Outono;SECO;0.230181300775924;31.41111;17.45;97;46.01887;41031;11347;10123;5317;67817
2014-04-11;Outono;N;0.419201901104922;32.64;22.15833;95;52.4;41014;11606;10093;5314;68028
2014-04-11;Outono;N/A;0;33.7;30.4;49;39;41014;11606;10093;5314;68028
2014-04-11;Outono;NE;0.211514972511698;33.78;21.13103;97;46;41014;11606;10093;5314;68028
2014-04-11;Outono;S;0.393421517710926;26.7;19.38824;94.48572;69.05882;41014;11606;10093;5314;68028
2014-04-11;Outono;SECO;0.244670704290426;31.85;17.15;98;48.03846;41014;11606;10093;5314;68028
2014-04-12;Outono;N;0.247495077628021;32.49333;22.08333;95;54.86666;37681;9758;9480;5135;62053
2014-04-12;Outono;N/A;0;35.1;29.7;55;34;37681;9758;9480;5135;62053
2014-04-12;Outono;NE;0.241318630833121;33.03333;20.83125;96.75;48.19355;37681;9758;9480;5135;62053
2014-04-12;Outono;S;0.824848660533058;24.88235;17.13056;94.88571;59.94286;37681;9758;9480;5135;62053
2014-04-12;Outono;SECO;0.367799672490219;31.525;18.5;98;49.9375;37681;9758;9480;5135;62053
2014-04-13;Outono;N;0.201137563780261;32.54167;21.33333;95.25;48.66667;33782;7833;8872;4859;55346
2014-04-13;Outono;N/A;0;33.1;29;58;44;33782;7833;8872;4859;55346
2014-04-13;Outono;NE;0.13238813267526;32.58333;21.29667;97;44.375;33782;7833;8872;4859;55346
2014-04-13;Outono;S;1.64306466467679e-02;23.51111;9.425;94.6875;45.30556;33782;7833;8872;4859;55346
2014-04-13;Outono;SECO;0.238373816426611;30.84444;17.6;97.5;47;33782;7833;8872;4859;55346
2014-04-14;Outono;N;0.319453972655659;32.78333;22.21667;94;47.66667;38713;10351;10062;5272;64398
2014-04-14;Outono;NE;0.109695994093878;32.84667;21.53333;96.25;45;38713;10351;10062;5272;64398
2014-04-14;Outono;S;2.21925259748888e-02;22.04118;8.264706;94.17142;49.88889;38713;10351;10062;5272;64398
2014-04-14;Outono;SECO;0.303059021433971;30.22222;15.832;96.5;40;38713;10351;10062;5272;64398
2014-04-15;Outono;N;0.20943853322727;31.51176;22.65;94;55;38301;10841;10130;5311;64583
2014-04-15;Outono;NE;6.83478470600676e-02;32.8;21.56667;95.25;45.5;38301;10841;10130;5311;64583
2014-04-15;Outono;S;0.179117812361154;22.58055;10.06944;93.30556;49.57143;38301;10841;10130;5311;64583
2014-04-15;Outono;SECO;0.243660973454826;29.27778;17.5913;96.5;47.5;38301;10841;10130;5311;64583
2014-04-16;Outono;N;0.31095710224472;31.62;21.575;95;57.23529;38536;11102;10084;5450;65172
2014-04-16;Outono;NE;8.95279601512205e-02;32.18;19.95;97.66666;43.0303;38536;11102;10084;5450;65172
2014-04-16;Outono;S;2.58694827272039e-02;26.16286;13.38571;93.2;51.51429;38536;11102;10084;5450;65172
2014-04-16;Outono;SECO;0.249022128675521;31.1;17.55;97.5;54;38536;11102;10084;5450;65172
2014-04-17;Outono;N;0.35361135127799;31.775;21.525;94.41666;50.75;38668;11178;9770;5219;64835
2014-04-17;Outono;NE;0.171972394062323;32.23333;20.04193;96.25;43.84848;38668;11178;9770;5219;64835
2014-04-17;Outono;S;3.62794380376322e-02;27.30556;17.04118;92.47059;60.11111;38668;11178;9770;5219;64835
2014-04-17;Outono;SECO;5.43939449795289e-02;32.925;16.9;98;46.25;38668;11178;9770;5219;64835
2014-04-18;Outono;N;0.246821992270028;31.53333;22.50833;95;56.58333;31997;8157;8478;4819;53450
2014-04-18;Outono;NE;5.19062661114731e-02;33.05;20.63226;96.75;42.16667;31997;8157;8478;4819;53450
2014-04-18;Outono;S;0.185039685146573;24.65;17.87778;93.38235;63.88889;31997;8157;8478;4819;53450
2014-04-18;Outono;SECO;0.1076627963533;31.65;17.45417;95.75;41.38462;31997;8157;8478;4819;53450
2014-04-19;Outono;N;0.301303574714499;32.23333;21.50833;95;49.08333;33158;8393;8951;4913;55415
2014-04-19;Outono;NE;1.60070384760426e-02;33.38334;21.06452;96.5;41.41667;33158;8393;8951;4913;55415
2014-04-19;Outono;S;0.337944026486689;25.07059;17.01765;94.65714;69.35294;33158;8393;8951;4913;55415
2014-04-19;Outono;SECO;6.61664900932616e-02;32.1;15.75;97.5;30.5;33158;8393;8951;4913;55415
2014-04-20;Outono;N;0.34128242234389;31.7;22.09167;95;54;31128;7374;8678;4826;52007
2014-04-20;Outono;NE;6.51760827555942e-02;33.6;21.2375;96.75;44;31128;7374;8678;4826;52007
2014-04-20;Outono;S;0.150771606694131;25.37647;15.53235;95.94118;62.22222;31128;7374;8678;4826;52007
2014-04-20;Outono;SECO;0.163516659103334;31.69444;15.3;96.25;40.61111;31128;7374;8678;4826;52007
2014-04-21;Outono;N;0.391818643314764;31.3;22.74167;95;57;32589;8349;8989;4893;54819
2014-04-21;Outono;NE;9.69159402690517e-02;32.88334;20.2375;96.75;40.27273;32589;8349;8989;4893;54819
2014-04-21;Outono;S;5.0645814755828e-02;25.87222;14.54857;93.22857;57.41667;32589;8349;8989;4893;54819
2014-04-21;Outono;SECO;0.109976725685798;31.64167;17.9;96.5;43.16667;32589;8349;8989;4893;54819
2014-04-22;Outono;N;0.171013241191395;32.01667;22.29167;95;51.75;38208;10800;10219;5266;64493
2014-04-22;Outono;NE;0.171816248723189;33.05;20.20968;95.75;41.51515;38208;10800;10219;5266;64493
2014-04-22;Outono;S;0.364534966440664;23.13333;15.53714;95.5;63.63889;38208;10800;10219;5266;64493
2014-04-22;Outono;SECO;0.245303946339603;30.625;17.35;97.5;45;38208;10800;10219;5266;64493
2014-04-23;Outono;N;0.290304146093937;31.775;22.20833;94.42857;52;38871;10966;10391;5411;65638
2014-04-23;Outono;NE;8.3712242495191e-02;33.01667;19.45161;95;40.54546;38871;10966;10391;5411;65638
2014-04-23;Outono;S;7.19090424374574e-02;23.96667;11.775;94.88889;56.13889;38871;10966;10391;5411;65638
2014-04-23;Outono;SECO;0.291769954360401;30.97778;17.66087;97.5;51.44444;38871;10966;10391;5411;65638
2014-04-24;Outono;N;0.135302579891868;32.66;21.98333;96;50.5;38624;10888;10373;5458;65343
2014-04-24;Outono;NE;1.30559127574088e-02;34.1;19.99063;95.75;39.57143;38624;10888;10373;5458;65343
2014-04-24;Outono;S;5.36447003186266e-02;23.9;11.82222;95;53.75;38624;10888;10373;5458;65343
